ID,Word,Sentence,Correct Sense,Definition
851,wave,He timed his jump to clear the breaking wave.,water movement,a ridge of water that moves across the surface of the sea
852,wave,"The wave receded, leaving a line of foam on the sand.",water movement,a ridge of water that moves across the surface of the sea
853,wave,She photographed the perfect wave at sunrise.,water movement,a ridge of water that moves across the surface of the sea
854,wave,The harbour walls protected the boats from the worst waves.,water movement,a ridge of water that moves across the surface of the sea
855,wave,He counted the seconds between each wave.,water movement,a ridge of water that moves across the surface of the sea
856,wave,She gave a cheerful wave as she left for work.,hand gesture,a movement of the hand used as a greeting or signal
857,wave,He waved goodbye from the train window.,hand gesture,a movement of the hand used as a greeting or signal
858,wave,She returned his wave from across the busy street.,hand gesture,a movement of the hand used as a greeting or signal
859,wave,The queen gave a slow wave to the crowd below.,hand gesture,a movement of the hand used as a greeting or signal
860,wave,He waved frantically to get the taxi driver's attention.,hand gesture,a movement of the hand used as a greeting or signal
861,wave,She gave a small wave when she saw him in the audience.,hand gesture,a movement of the hand used as a greeting or signal
862,wave,He waved to his neighbour as he drove past.,hand gesture,a movement of the hand used as a greeting or signal
863,wave,She gave the waiter a wave to ask for the bill.,hand gesture,a movement of the hand used as a greeting or signal
864,wave,He smiled and gave a wave to the camera.,hand gesture,a movement of the hand used as a greeting or signal
865,wave,She waved from the airport departure gate.,hand gesture,a movement of the hand used as a greeting or signal
866,wave,He gave a brief wave and disappeared into the building.,hand gesture,a movement of the hand used as a greeting or signal
867,wave,She waved at the children on the school bus.,hand gesture,a movement of the hand used as a greeting or signal
868,wave,He waved to signal that everything was fine.,hand gesture,a movement of the hand used as a greeting or signal
869,wave,She held up her hand in a wave as the car drove away.,hand gesture,a movement of the hand used as a greeting or signal
870,wave,He waved across the room to catch her eye.,hand gesture,a movement of the hand used as a greeting or signal
871,wave,The seismograph detected a wave of energy from the earthquake.,energy pattern,a periodic disturbance travelling through a medium such as sound or light
872,wave,Light travels as a wave through space.,energy pattern,a periodic disturbance travelling through a medium such as sound or light
873,wave,The scientist measured the frequency of the sound wave.,energy pattern,a periodic disturbance travelling through a medium such as sound or light
874,wave,A wave of heat radiated from the bonfire.,energy pattern,a periodic disturbance travelling through a medium such as sound or light
875,wave,She studied how radio waves bounce off the ionosphere.,energy pattern,a periodic disturbance travelling through a medium such as sound or light
876,wave,The wave carried energy from the explosion across the valley.,energy pattern,a periodic disturbance travelling through a medium such as sound or light
877,wave,He explained how a wave transfers energy without moving matter.,energy pattern,a periodic disturbance travelling through a medium such as sound or light
878,wave,The microwave oven used electromagnetic waves to heat food.,energy pattern,a periodic disturbance travelling through a medium such as sound or light
879,wave,She drew a diagram showing the amplitude of the wave.,energy pattern,a periodic disturbance travelling through a medium such as sound or light
880,wave,The ultrasonic wave passed through the material without damage.,energy pattern,a periodic disturbance travelling through a medium such as sound or light
881,wave,He calculated the wavelength of visible light.,energy pattern,a periodic disturbance travelling through a medium such as sound or light
882,wave,The shock wave from the blast shattered nearby windows.,energy pattern,a periodic disturbance travelling through a medium such as sound or light
883,wave,She observed the standing wave pattern in the vibrating string.,energy pattern,a periodic disturbance travelling through a medium such as sound or light
884,wave,The wave of pressure caused the eardrum to vibrate.,energy pattern,a periodic disturbance travelling through a medium such as sound or light
885,wave,He used a wave generator in the physics laboratory.,energy pattern,a periodic disturbance travelling through a medium such as sound or light
886,pitch,The pitcher threw a perfect pitch down the middle.,throw in sports,the act of throwing the ball toward the batter or batsman
887,pitch,He swung and missed the first pitch completely.,throw in sports,the act of throwing the ball toward the batter or batsman
888,pitch,She watched the pitch arc over the plate before calling strike.,throw in sports,the act of throwing the ball toward the batter or batsman
889,pitch,The bowler's pitch landed just outside the off stump.,throw in sports,the act of throwing the ball toward the batter or batsman
890,pitch,He practiced his pitch for hours in the nets.,throw in sports,the act of throwing the ball toward the batter or batsman
891,pitch,She timed her swing to connect with the low pitch.,throw in sports,the act of throwing the ball toward the batter or batsman
892,pitch,The opening pitch of the game was televised live.,throw in sports,the act of throwing the ball toward the batter or batsman
893,pitch,He delivered a pitch that curved sharply at the last moment.,throw in sports,the act of throwing the ball toward the batter or batsman
894,pitch,She read the spin on the pitch before deciding to step back.,throw in sports,the act of throwing the ball toward the batter or batsman
895,pitch,The fast pitch clocked one hundred miles per hour on the radar.,throw in sports,the act of throwing the ball toward the batter or batsman
896,pitch,He signalled the catcher before deciding which pitch to throw.,throw in sports,the act of throwing the ball toward the batter or batsman
897,pitch,She hit the pitch clean over the boundary for six.,throw in sports,the act of throwing the ball toward the batter or batsman
898,pitch,The umpire called a wide on the errant pitch.,throw in sports,the act of throwing the ball toward the batter or batsman
899,pitch,He aimed for the stumps with a perfectly directed pitch.,throw in sports,the act of throwing the ball toward the batter or batsman
900,pitch,She struck out on three consecutive pitches.,throw in sports,the act of throwing the ball toward the batter or batsman
901,pitch,She has perfect pitch and can name any note by ear.,sound frequency,the quality of a sound defined by its rate of vibration
902,pitch,The violin's high pitch carried across the concert hall.,sound frequency,the quality of a sound defined by its rate of vibration
903,pitch,He struggled to match the pitch of the choir.,sound frequency,the quality of a sound defined by its rate of vibration
904,pitch,The pitch of her voice rose when she was excited.,sound frequency,the quality of a sound defined by its rate of vibration
905,pitch,The sound engineer adjusted the pitch of the recording.,sound frequency,the quality of a sound defined by its rate of vibration
906,pitch,She sang the note at exactly the right pitch.,sound frequency,the quality of a sound defined by its rate of vibration
907,pitch,He noticed that the pitch of the engine changed as it accelerated.,sound frequency,the quality of a sound defined by its rate of vibration
908,pitch,The bat uses high-pitch sounds to detect obstacles.,sound frequency,the quality of a sound defined by its rate of vibration
909,pitch,She demonstrated how a longer string produces a lower pitch.,sound frequency,the quality of a sound defined by its rate of vibration
910,pitch,He trained for years to widen the pitch of his singing voice.,sound frequency,the quality of a sound defined by its rate of vibration
911,pitch,The pitch of the alarm is designed to be impossible to ignore.,sound frequency,the quality of a sound defined by its rate of vibration
912,pitch,She tuned her instrument until the pitch was exactly right.,sound frequency,the quality of a sound defined by its rate of vibration
913,pitch,He played each string to check its pitch before the recital.,sound frequency,the quality of a sound defined by its rate of vibration
914,pitch,The pitch of the tones in the melody rose steadily.,sound frequency,the quality of a sound defined by its rate of vibration
915,pitch,She could hear the slight drop in pitch as the batteries weakened.,sound frequency,the quality of a sound defined by its rate of vibration
916,pitch,He delivered a compelling pitch to the venture capitalists.,sales speech,a persuasive presentation made to sell something or gain support
917,pitch,She rehearsed her pitch before the investor meeting.,sales speech,a persuasive presentation made to sell something or gain support
918,pitch,His pitch lasted only three minutes but won the contract.,sales speech,a persuasive presentation made to sell something or gain support
919,pitch,She used slides and data to strengthen her pitch.,sales speech,a persuasive presentation made to sell something or gain support
920,pitch,He lost the deal because his pitch was too vague.,sales speech,a persuasive presentation made to sell something or gain support
921,pitch,She practised her elevator pitch until it felt natural.,sales speech,a persuasive presentation made to sell something or gain support
922,pitch,His pitch convinced the panel to fund his startup.,sales speech,a persuasive presentation made to sell something or gain support
923,pitch,She tailored her pitch to suit each potential buyer.,sales speech,a persuasive presentation made to sell something or gain support
924,pitch,He opened his pitch with a striking statistic.,sales speech,a persuasive presentation made to sell something or gain support
925,pitch,She ended the pitch by demonstrating the product live.,sales speech,a persuasive presentation made to sell something or gain support
926,pitch,His pitch was polished but lacked genuine passion.,sales speech,a persuasive presentation made to sell something or gain support
927,pitch,She spent a week preparing her pitch for the competition.,sales speech,a persuasive presentation made to sell something or gain support
928,pitch,"The winning pitch was simple, clear, and memorable.",sales speech,a persuasive presentation made to sell something or gain support
929,pitch,He answered every question after his pitch with confidence.,sales speech,a persuasive presentation made to sell something or gain support
930,pitch,She refined her pitch based on feedback from early presentations.,sales speech,a persuasive presentation made to sell something or gain support
931,pitch,The football pitch was waterlogged after heavy overnight rain.,playing field,an area of ground used for playing a sport
932,pitch,She ran laps around the pitch before training.,playing field,an area of ground used for playing a sport
933,pitch,He marked out the pitch with white spray paint.,playing field,an area of ground used for playing a sport
934,pitch,The groundskeeper mowed the pitch on Monday morning.,playing field,an area of ground used for playing a sport
935,pitch,She slid across the wet pitch to make the tackle.,playing field,an area of ground used for playing a sport
936,pitch,He studied the condition of the pitch before the match.,playing field,an area of ground used for playing a sport
937,pitch,The synthetic pitch allowed play in any weather.,playing field,an area of ground used for playing a sport
938,pitch,She loved the feeling of running on a freshly cut pitch.,playing field,an area of ground used for playing a sport
939,pitch,He kicked the ball from one end of the pitch to the other.,playing field,an area of ground used for playing a sport
940,pitch,The pitch dimensions met the international standard.,playing field,an area of ground used for playing a sport
941,pitch,She jogged onto the pitch to warm up with her teammates.,playing field,an area of ground used for playing a sport
942,pitch,He fell and grazed his knee on the hard pitch surface.,playing field,an area of ground used for playing a sport
943,pitch,The pitch sloped slightly from north to south.,playing field,an area of ground used for playing a sport
944,pitch,She held her position in the centre of the pitch throughout.,playing field,an area of ground used for playing a sport
945,pitch,He took the free kick from the edge of the pitch.,playing field,an area of ground used for playing a sport
946,fair,She believed the verdict was fair given the evidence.,just/unbiased,treating people equally and without favouritism
947,fair,He asked the teacher to be fair when marking the exam.,just/unbiased,treating people equally and without favouritism
948,fair,The referee made a fair decision under difficult circumstances.,just/unbiased,treating people equally and without favouritism
949,fair,She demanded a fair hearing before any punishment was given.,just/unbiased,treating people equally and without favouritism
950,fair,He always tried to be fair to both sides in a dispute.,just/unbiased,treating people equally and without favouritism
951,fair,She thought it was fair that everyone contributed equally.,just/unbiased,treating people equally and without favouritism
952,fair,He struggled to find a fair solution that satisfied both parties.,just/unbiased,treating people equally and without favouritism
953,fair,She called for a fair distribution of resources.,just/unbiased,treating people equally and without favouritism
954,fair,"He admitted that the criticism, though harsh, was fair.",just/unbiased,treating people equally and without favouritism
955,fair,She was known for being tough but always fair.,just/unbiased,treating people equally and without favouritism
956,fair,He made a fair offer and hoped they would accept it.,just/unbiased,treating people equally and without favouritism
957,fair,She felt it was not fair to punish the group for one person's mistake.,just/unbiased,treating people equally and without favouritism
958,fair,He proposed a fair system of rotation for the duties.,just/unbiased,treating people equally and without favouritism
959,fair,She insisted that the competition rules were fair to all entrants.,just/unbiased,treating people equally and without favouritism
960,fair,He gave each candidate a fair chance to present their case.,just/unbiased,treating people equally and without favouritism
961,fair,The children rode the carousel at the summer fair.,outdoor event,"a public outdoor event with rides, stalls, and entertainment"
962,fair,She won a goldfish at the hook-a-duck stall at the fair.,outdoor event,"a public outdoor event with rides, stalls, and entertainment"
963,fair,He ate candy floss and toffee apples at the fair.,outdoor event,"a public outdoor event with rides, stalls, and entertainment"
964,fair,The annual fair brought thousands of visitors to the town.,outdoor event,"a public outdoor event with rides, stalls, and entertainment"
965,fair,She screamed on the rollercoaster at the fair.,outdoor event,"a public outdoor event with rides, stalls, and entertainment"
966,fair,He ran the coconut shy stall at the village fair.,outdoor event,"a public outdoor event with rides, stalls, and entertainment"
967,fair,The fair filled the park with noise and colour.,outdoor event,"a public outdoor event with rides, stalls, and entertainment"
968,fair,She queued for an hour to ride the big wheel at the fair.,outdoor event,"a public outdoor event with rides, stalls, and entertainment"
969,fair,He performed magic tricks for the crowd at the school fair.,outdoor event,"a public outdoor event with rides, stalls, and entertainment"
970,fair,The craft fair showcased handmade goods from local artisans.,outdoor event,"a public outdoor event with rides, stalls, and entertainment"
971,fair,She sold homemade jam at the village fair.,outdoor event,"a public outdoor event with rides, stalls, and entertainment"
972,fair,He spent all his pocket money at the fair in one evening.,outdoor event,"a public outdoor event with rides, stalls, and entertainment"
973,fair,The trade fair attracted buyers from across the country.,outdoor event,"a public outdoor event with rides, stalls, and entertainment"
974,fair,She found a vintage brooch at an antiques fair.,outdoor event,"a public outdoor event with rides, stalls, and entertainment"
975,fair,He organised the tombola for the charity fair.,outdoor event,"a public outdoor event with rides, stalls, and entertainment"
976,fair,She had fair skin that burned easily in the sun.,light in color,"light in color, especially referring to skin, hair, or complexion"
977,fair,He had fair hair as a child but it darkened with age.,light in color,"light in color, especially referring to skin, hair, or complexion"
978,fair,She applied sunscreen because of her fair complexion.,light in color,"light in color, especially referring to skin, hair, or complexion"
979,fair,"He was tall, fair-haired, and blue-eyed.",light in color,"light in color, especially referring to skin, hair, or complexion"
980,fair,She was warned to cover up her fair skin on the beach.,light in color,"light in color, especially referring to skin, hair, or complexion"
981,fair,He was of fair complexion and often mistaken for a Swede.,light in color,"light in color, especially referring to skin, hair, or complexion"
982,fair,The portrait showed a fair young woman with curls.,light in color,"light in color, especially referring to skin, hair, or complexion"
983,fair,She wore a hat to protect her fair skin from sunburn.,light in color,"light in color, especially referring to skin, hair, or complexion"
984,fair,He had a fair beard that was almost invisible in photographs.,light in color,"light in color, especially referring to skin, hair, or complexion"
985,fair,She developed a light tan despite her fair skin.,light in color,"light in color, especially referring to skin, hair, or complexion"
986,fair,His fair eyebrows made his expressions hard to read.,light in color,"light in color, especially referring to skin, hair, or complexion"
987,fair,She inherited her fair coloring from her Scandinavian grandmother.,light in color,"light in color, especially referring to skin, hair, or complexion"
988,fair,He was the fairest of all his dark-haired siblings.,light in color,"light in color, especially referring to skin, hair, or complexion"
989,fair,She used a tinted moisturiser suited to fair skin.,light in color,"light in color, especially referring to skin, hair, or complexion"
990,fair,His fair complexion turned red quickly in the cold wind.,light in color,"light in color, especially referring to skin, hair, or complexion"
991,pool,She swam twenty lengths of the pool before breakfast.,swimming pool,an artificial structure filled with water for swimming
992,pool,He jumped into the pool from the highest diving board.,swimming pool,an artificial structure filled with water for swimming
993,pool,The children splashed each other in the shallow end of the pool.,swimming pool,an artificial structure filled with water for swimming
994,pool,She booked a lane at the pool for her early morning swim.,swimming pool,an artificial structure filled with water for swimming
995,pool,He floated on his back and stared at the sky above the pool.,swimming pool,an artificial structure filled with water for swimming
996,pool,The pool was heated to a comfortable temperature all year round.,swimming pool,an artificial structure filled with water for swimming
997,pool,She timed her lap in the pool and beat her personal best.,swimming pool,an artificial structure filled with water for swimming
998,pool,He taught his daughter to swim in the outdoor pool.,swimming pool,an artificial structure filled with water for swimming
999,pool,The hotel pool was surrounded by sunloungers and palm trees.,swimming pool,an artificial structure filled with water for swimming
1000,pool,She changed the pool filter and checked the chemical levels.,swimming pool,an artificial structure filled with water for swimming
1001,pool,He raced his friends across the length of the pool.,swimming pool,an artificial structure filled with water for swimming
1002,pool,The pool was closed for maintenance every Tuesday morning.,swimming pool,an artificial structure filled with water for swimming
1003,pool,She dived elegantly into the pool at the competition.,swimming pool,an artificial structure filled with water for swimming
1004,pool,He sat at the edge of the pool and dangled his feet in.,swimming pool,an artificial structure filled with water for swimming
1005,pool,The pool glittered under the bright afternoon sun.,swimming pool,an artificial structure filled with water for swimming
1006,pool,They decided to pool their savings to buy a car together.,to combine,to put together money or resources for shared use
1007,pool,The companies pooled their research data to speed up progress.,to combine,to put together money or resources for shared use
1008,pool,She suggested they pool their resources for the conference.,to combine,to put together money or resources for shared use
1009,pool,He agreed to pool the prize money with his team.,to combine,to put together money or resources for shared use
1010,pool,The scientists pooled their findings from different laboratories.,to combine,to put together money or resources for shared use
1011,pool,She pooled her frequent flyer miles with her husband's.,to combine,to put together money or resources for shared use
1012,pool,He proposed that the departments pool their budgets.,to combine,to put together money or resources for shared use
1013,pool,They pooled their ideas and came up with a better plan.,to combine,to put together money or resources for shared use
1014,pool,She pooled the tips from the week and divided them equally.,to combine,to put together money or resources for shared use
1015,pool,He recommended they pool their expertise for the project.,to combine,to put together money or resources for shared use
1016,pool,The charities pooled their databases to avoid duplication.,to combine,to put together money or resources for shared use
1017,pool,She pooled her contacts with a colleague to grow their network.,to combine,to put together money or resources for shared use
1018,pool,They pooled their supplies to survive the long winter.,to combine,to put together money or resources for shared use
1019,pool,He agreed to pool costs with his neighbour for the shared fence.,to combine,to put together money or resources for shared use
1020,pool,She pooled orders with colleagues to get a bulk discount.,to combine,to put together money or resources for shared use
1021,pool,There was a pool of water on the bathroom floor.,small liquid area,a small area of liquid lying on a surface
1022,pool,He stepped around the pool of oil on the garage floor.,small liquid area,a small area of liquid lying on a surface
1023,pool,She knelt beside the pool of blood to examine the wound.,small liquid area,a small area of liquid lying on a surface
1024,pool,The rain left a pool of muddy water in the dip.,small liquid area,a small area of liquid lying on a surface
1025,pool,He mopped up the pool of spilt juice quickly.,small liquid area,a small area of liquid lying on a surface
1026,pool,A pool of light from the lamp fell across the desk.,small liquid area,a small area of liquid lying on a surface
1027,pool,She saw her reflection in a pool of water in the gutter.,small liquid area,a small area of liquid lying on a surface
1028,pool,He slipped on a pool of grease near the cooker.,small liquid area,a small area of liquid lying on a surface
1029,pool,The pool of wax hardened quickly as the candle burned down.,small liquid area,a small area of liquid lying on a surface
1030,pool,She dipped her finger into the small pool of paint.,small liquid area,a small area of liquid lying on a surface
1031,pool,A pool of mercury formed when the thermometer broke.,small liquid area,a small area of liquid lying on a surface
1032,pool,He avoided the pool of mud at the field entrance.,small liquid area,a small area of liquid lying on a surface
1033,pool,The leaking pipe left a pool of water under the sink.,small liquid area,a small area of liquid lying on a surface
1034,pool,She photographed the colourful pool of oil on the puddle.,small liquid area,a small area of liquid lying on a surface
1035,pool,He found a pool of melted chocolate in the bottom of the bowl.,small liquid area,a small area of liquid lying on a surface
1036,cross,She wore a gold cross on a chain around her neck.,religious symbol,"a mark formed by two intersecting lines, widely used in Christianity"
1037,cross,The priest held the cross high during the procession.,religious symbol,"a mark formed by two intersecting lines, widely used in Christianity"
1038,cross,A large stone cross marked the entrance to the churchyard.,religious symbol,"a mark formed by two intersecting lines, widely used in Christianity"
1039,cross,He traced the cross on his forehead before praying.,religious symbol,"a mark formed by two intersecting lines, widely used in Christianity"
1040,cross,She lit a candle and knelt before the wooden cross.,religious symbol,"a mark formed by two intersecting lines, widely used in Christianity"
1041,cross,The cross at the top of the steeple was gilded.,religious symbol,"a mark formed by two intersecting lines, widely used in Christianity"
1042,cross,He carved a small cross from a piece of olive wood.,religious symbol,"a mark formed by two intersecting lines, widely used in Christianity"
1043,cross,She placed a cross of flowers on the grave.,religious symbol,"a mark formed by two intersecting lines, widely used in Christianity"
1044,cross,The cross was engraved with the date of the church's founding.,religious symbol,"a mark formed by two intersecting lines, widely used in Christianity"
1045,cross,He sketched the design of the ornate cross for the altar.,religious symbol,"a mark formed by two intersecting lines, widely used in Christianity"
1046,cross,She donated a silver cross to the church collection.,religious symbol,"a mark formed by two intersecting lines, widely used in Christianity"
1047,cross,The cross was visible from the valley below.,religious symbol,"a mark formed by two intersecting lines, widely used in Christianity"
1048,cross,He was moved by the simple wooden cross in the chapel.,religious symbol,"a mark formed by two intersecting lines, widely used in Christianity"
1049,cross,She sewed a cross in red thread onto the white cloth.,religious symbol,"a mark formed by two intersecting lines, widely used in Christianity"
1050,cross,The mosaic cross dominated the apse of the old cathedral.,religious symbol,"a mark formed by two intersecting lines, widely used in Christianity"
1051,cross,She crossed the road carefully at the pedestrian crossing.,to traverse,to go or travel across or over something
1052,cross,He crossed the river on a rope bridge.,to traverse,to go or travel across or over something
1053,cross,She crossed the border into the neighbouring country at dawn.,to traverse,to go or travel across or over something
1054,cross,He crossed the finish line first and raised his arms.,to traverse,to go or travel across or over something
1055,cross,She crossed the room to speak to the host.,to traverse,to go or travel across or over something
1056,cross,He crossed the Alps on foot over several days.,to traverse,to go or travel across or over something
1057,cross,She crossed the desert with only a compass and a map.,to traverse,to go or travel across or over something
1058,cross,He crossed the hallway and knocked on the door opposite.,to traverse,to go or travel across or over something
1059,cross,She crossed the stage to receive her diploma.,to traverse,to go or travel across or over something
1060,cross,He crossed the car park in the pouring rain.,to traverse,to go or travel across or over something
1061,cross,She crossed the bridge just as the drawbridge began to rise.,to traverse,to go or travel across or over something
1062,cross,He crossed the field to take the shortcut home.,to traverse,to go or travel across or over something
1063,cross,She crossed the aisle to introduce herself.,to traverse,to go or travel across or over something
1064,cross,He crossed the threshold of the new house for the first time.,to traverse,to go or travel across or over something
1065,cross,She crossed the courtyard and entered through the side door.,to traverse,to go or travel across or over something
1066,cross,She was cross with him for arriving so late.,angry,feeling or showing annoyance or irritation
1067,cross,He was cross about the mess left in the kitchen.,angry,feeling or showing annoyance or irritation
1068,cross,She gave a cross look when he interrupted her again.,angry,feeling or showing annoyance or irritation
1069,cross,He was cross that no one had told him about the meeting.,angry,feeling or showing annoyance or irritation
1070,cross,She became cross when her instructions were ignored.,angry,feeling or showing annoyance or irritation
1071,cross,He was cross with himself for making such an obvious mistake.,angry,feeling or showing annoyance or irritation
1072,cross,She snapped in a cross tone when asked the same question twice.,angry,feeling or showing annoyance or irritation
1073,cross,He could tell she was cross by the way she slammed the door.,angry,feeling or showing annoyance or irritation
1074,cross,She remained cross for the rest of the evening.,angry,feeling or showing annoyance or irritation
1075,cross,He was particularly cross about being kept waiting.,angry,feeling or showing annoyance or irritation
1076,cross,She spoke in a cross voice that silenced the room.,angry,feeling or showing annoyance or irritation
1077,cross,He got cross when the delivery arrived at the wrong address.,angry,feeling or showing annoyance or irritation
1078,cross,She was cross but tried to hide it in front of the guests.,angry,feeling or showing annoyance or irritation
1079,cross,"He stormed off, clearly cross about what had been said.",angry,feeling or showing annoyance or irritation
1080,cross,She was cross to find the cupboard empty again.,angry,feeling or showing annoyance or irritation
1081,crane,The crane lifted the steel beam high above the building site.,lifting machine,a large machine used at construction sites to lift and move heavy objects
1082,crane,He operated the crane from a cab sixty metres off the ground.,lifting machine,a large machine used at construction sites to lift and move heavy objects
1083,crane,The tower crane dominated the skyline of the new development.,lifting machine,a large machine used at construction sites to lift and move heavy objects
1084,crane,She watched the crane lower the prefabricated wall section.,lifting machine,a large machine used at construction sites to lift and move heavy objects
1085,crane,He attached the load to the crane's hook and signalled upward.,lifting machine,a large machine used at construction sites to lift and move heavy objects
1086,crane,The crane swung the concrete block into position.,lifting machine,a large machine used at construction sites to lift and move heavy objects
1087,crane,She filed the crane operator's daily safety log.,lifting machine,a large machine used at construction sites to lift and move heavy objects
1088,crane,The mobile crane was driven onto the site at dawn.,lifting machine,a large machine used at construction sites to lift and move heavy objects
1089,crane,He maintained the crane to keep it in working order.,lifting machine,a large machine used at construction sites to lift and move heavy objects
1090,crane,"The crane collapsed in the high winds, causing damage.",lifting machine,a large machine used at construction sites to lift and move heavy objects
1091,crane,She inspected the crane's cables before authorising use.,lifting machine,a large machine used at construction sites to lift and move heavy objects
1092,crane,He used the crane to place the turbine on its mounting.,lifting machine,a large machine used at construction sites to lift and move heavy objects
1093,crane,The harbour crane loaded containers onto the cargo ship.,lifting machine,a large machine used at construction sites to lift and move heavy objects
1094,crane,She calculated the maximum load the crane could safely lift.,lifting machine,a large machine used at construction sites to lift and move heavy objects
1095,crane,He positioned the crane carefully before beginning the lift.,lifting machine,a large machine used at construction sites to lift and move heavy objects
1096,crane,A crane stood motionless at the edge of the shallow lake.,wading bird,"a large long-legged wading bird with a long neck, found in wetlands"
1097,crane,She watched the crane probe the mud with its long bill.,wading bird,"a large long-legged wading bird with a long neck, found in wetlands"
1098,crane,"The crane took flight with slow, powerful wingbeats.",wading bird,"a large long-legged wading bird with a long neck, found in wetlands"
1099,crane,He photographed the pair of cranes dancing in the field.,wading bird,"a large long-legged wading bird with a long neck, found in wetlands"
1100,crane,The crane stretched its neck to catch the passing fish.,wading bird,"a large long-legged wading bird with a long neck, found in wetlands"
1101,crane,She spotted a rare crane at the nature reserve.,wading bird,"a large long-legged wading bird with a long neck, found in wetlands"
1102,crane,The cranes migrated south as autumn arrived.,wading bird,"a large long-legged wading bird with a long neck, found in wetlands"
1103,crane,He drew a detailed sketch of the crane wading in the river.,wading bird,"a large long-legged wading bird with a long neck, found in wetlands"
1104,crane,The crane's grey plumage blended into the reed beds.,wading bird,"a large long-legged wading bird with a long neck, found in wetlands"
1105,crane,She set up her telescope to observe the feeding crane.,wading bird,"a large long-legged wading bird with a long neck, found in wetlands"
1106,crane,The crane stood over a metre tall on its long legs.,wading bird,"a large long-legged wading bird with a long neck, found in wetlands"
1107,crane,He identified the call of the crane from a distance.,wading bird,"a large long-legged wading bird with a long neck, found in wetlands"
1108,crane,The wetland habitat was restored to attract breeding cranes.,wading bird,"a large long-legged wading bird with a long neck, found in wetlands"
1109,crane,She counted twelve cranes on the same lagoon.,wading bird,"a large long-legged wading bird with a long neck, found in wetlands"
1110,crane,The crane arched its neck before taking off.,wading bird,"a large long-legged wading bird with a long neck, found in wetlands"
1111,mint,She added a sprig of mint to the glass of iced tea.,herb,a fragrant plant whose leaves are used in cooking and drinks
1112,mint,He grew mint in a pot on the kitchen windowsill.,herb,a fragrant plant whose leaves are used in cooking and drinks
1113,mint,She made a mint sauce to serve with the roast lamb.,herb,a fragrant plant whose leaves are used in cooking and drinks
1114,mint,He crushed fresh mint leaves into the cocktail.,herb,a fragrant plant whose leaves are used in cooking and drinks
1115,mint,The mojito was refreshing with plenty of crushed mint.,herb,a fragrant plant whose leaves are used in cooking and drinks
1116,mint,She dried mint from the garden to use through the winter.,herb,a fragrant plant whose leaves are used in cooking and drinks
1117,mint,He asked for a mint garnish on the dessert.,herb,a fragrant plant whose leaves are used in cooking and drinks
1118,mint,She made a soothing mint tea before bed.,herb,a fragrant plant whose leaves are used in cooking and drinks
1119,mint,He enjoyed dates stuffed with almonds and a hint of mint.,herb,a fragrant plant whose leaves are used in cooking and drinks
1120,mint,The aroma of mint filled the kitchen when she cooked.,herb,a fragrant plant whose leaves are used in cooking and drinks
1121,mint,She used mint essential oil to make a cooling balm.,herb,a fragrant plant whose leaves are used in cooking and drinks
1122,mint,He steeped fresh mint in hot water for a herbal remedy.,herb,a fragrant plant whose leaves are used in cooking and drinks
1123,mint,She loved the combination of chocolate and mint.,herb,a fragrant plant whose leaves are used in cooking and drinks
1124,mint,He noticed mint growing wild along the riverbank.,herb,a fragrant plant whose leaves are used in cooking and drinks
1125,mint,She added shredded mint to the tabbouleh salad.,herb,a fragrant plant whose leaves are used in cooking and drinks
1126,mint,The Royal Mint produces all of the UK's circulation coins.,coin factory,an official place where a country's coins are manufactured
1127,mint,She visited the mint as part of a school trip.,coin factory,an official place where a country's coins are manufactured
1128,mint,He watched the mint stamp the design onto the blank metal discs.,coin factory,an official place where a country's coins are manufactured
1129,mint,The mint released a commemorative coin for the jubilee.,coin factory,an official place where a country's coins are manufactured
1130,mint,She bought a proof set directly from the mint.,coin factory,an official place where a country's coins are manufactured
1131,mint,He collected coins with the mint mark of different years.,coin factory,an official place where a country's coins are manufactured
1132,mint,The mint increased production to meet demand for the new currency.,coin factory,an official place where a country's coins are manufactured
1133,mint,She wrote a report on the history of the national mint.,coin factory,an official place where a country's coins are manufactured
1134,mint,He examined the mint mark on the rare coin.,coin factory,an official place where a country's coins are manufactured
1135,mint,The mint used advanced technology to prevent counterfeiting.,coin factory,an official place where a country's coins are manufactured
1136,mint,She noticed that the coin had been struck at the Denver mint.,coin factory,an official place where a country's coins are manufactured
1137,mint,He toured the secure facility at the mint.,coin factory,an official place where a country's coins are manufactured
1138,mint,The mint melted down old coins to recycle the metal.,coin factory,an official place where a country's coins are manufactured
1139,mint,She purchased a limited edition medal from the mint.,coin factory,an official place where a country's coins are manufactured
1140,mint,He learned that the mint operated under strict government oversight.,coin factory,an official place where a country's coins are manufactured
1141,mint,The vintage car was in mint condition despite being fifty years old.,perfect condition,"in pristine or unused condition, as if newly made"
1142,mint,She sold the toy still in mint condition in its original box.,perfect condition,"in pristine or unused condition, as if newly made"
1143,mint,He found a mint condition comic book at the car boot sale.,perfect condition,"in pristine or unused condition, as if newly made"
1144,mint,The stamp was worth a lot more because it was in mint condition.,perfect condition,"in pristine or unused condition, as if newly made"
1145,mint,She kept all her vinyl records in mint condition.,perfect condition,"in pristine or unused condition, as if newly made"
1146,mint,He was impressed by the mint condition of the second-hand bike.,perfect condition,"in pristine or unused condition, as if newly made"
